property,title,value,format
7708234640-VSHP2016563,"ПОГОЛОВЬЕ ГУСЕЙ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016563/meta.csv,csv
7708234640-VSHP2016178,"ЧИСЛЕННОСТЬ РАБОТНИКОВ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ1)",https://rosstat.gov.ru/opendata/7708234640-VSHP2016178/meta.csv,csv
7708234640-totalnotmarried16th3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: общий итог, исключая лиц до 16 не состоявших в браке, 30-34 года",https://rosstat.gov.ru/opendata/7708234640-totalnotmarried16th3034th/meta.csv,csv
7708234640-officialmarriage4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак зарегистрирован, 40-44 года",https://rosstat.gov.ru/opendata/7708234640-officialmarriage4044th/meta.csv,csv
7708234640-VSHP2016364,"ПОСЕВНАЯ ПЛОЩАДЬ ЛУКА РЕПЧАТОГО (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016364/meta.csv,csv
7708234640-womenper1000men3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: женщин на 1000 мужчин, 30-34 года",https://rosstat.gov.ru/opendata/7708234640-womenper1000men3034th/meta.csv,csv
7708234640-widow3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: вдовец,вдова, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-widow3539th/meta.csv,csv
7708234640-percentageperagetotal,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, общий итог",https://rosstat.gov.ru/opendata/7708234640-percentageperagetotal/meta.csv,csv
7708234640-bachelor6plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: бакалавр (ВПН-2010), 6 лет и старше",https://rosstat.gov.ru/opendata/7708234640-bachelor6plus/meta.csv,csv
7708234640-magister2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: магистр (ВПН-2010), 20-24 года",https://rosstat.gov.ru/opendata/7708234640-magister2024th/meta.csv,csv
7708234640-VSHP201671,"ГРУППИРОВКА ЛИЧНЫХ ПОДСОБНЫХ ХОЗЯЙСТВ ПО РАЗМЕРАМ ПОСЕВНОЙ ПЛОЩАДИ ОВОЩЕЙ ОТКРЫТОГО ГРУНТА ПОД УРОЖАЙ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP201671/meta.csv,csv
7708234640-unfinisheduniversity2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: неполное высшее профессиональное (незаконченное высшее), 20-24 года",https://rosstat.gov.ru/opendata/7708234640-unfinisheduniversity2024th/meta.csv,csv
7708234640-mpn2015698,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: высшее для МПН-2015;Л3 Число исполнившихся лет: 6-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015698/meta.csv,csv
7708234640-percentageperage4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, 40-44 года",https://rosstat.gov.ru/opendata/7708234640-percentageperage4044th/meta.csv,csv
7708234640-ignoreducationstatus1572th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не указавшие уровень образования, 15 – 72 лет",https://rosstat.gov.ru/opendata/7708234640-ignoreducationstatus1572th/meta.csv,csv
7708234640-school4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное общее (начальное), 40-44 года",https://rosstat.gov.ru/opendata/7708234640-school4044th/meta.csv,csv
7708234640-VSHP2016490,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ КОРНЕПЛОДНЫХ КОРМОВЫХ КУЛЬТУР, ВКЛЮЧАЯ СВЕКЛУ САХАРНУЮ НА КОРМ СКОТУ ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016490/meta.csv,csv
7708234640-bachelor1517th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: бакалавр (ВПН-2010), 15-17 лет",https://rosstat.gov.ru/opendata/7708234640-bachelor1517th/meta.csv,csv
7708234640-VSHP2016304,"ПОСЕВНАЯ ПЛОЩАДЬ РЫЖИКА ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016304/meta.csv,csv
7708234640-VSHP2016144,"УДЕЛЬНЫЙ ВЕС СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, НЕ ОТНОСЯЩИХСЯ К СУБЪЕКТАМ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА, ОСУЩЕСТВЛЯВШИХ РАЗЛИЧНЫЕ ВИДЫ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ДЕЯТЕЛЬНОСТИ В I ПОЛУГОДИИ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016144/meta.csv,csv
7708234640-overworkingage,"Численность населения старше трудоспособного возраста (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-overworkingage/meta.csv,csv
7708234640-VSHP201678,"СТРУКТУРА ПЛОЩАДЕЙ МНОГОЛЕТНИХ ПЛОДОВЫХ НАСАЖДЕНИЙ И ЯГОДНЫХ КУЛЬТУР ПО ВИДАМ В РАЗРЕЗЕ ХОЗЯЙСТВ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP201678/meta.csv,csv
7708234640-percentagepersex6569th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по полу, 65-69 лет",https://rosstat.gov.ru/opendata/7708234640-percentagepersex6569th/meta.csv,csv
7708234640-budgetexecution2012,"(Архив) Сведения об использовании Федеральной службой государственной статистики и ее территориальными органами выделенных на 2012 год бюджетных средств (по состоянию на 1 января 2013 года)",https://rosstat.gov.ru/opendata/7708234640-budgetexecution2012/meta.csv,csv
7708234640-VSHP2016577,"ПОГОЛОВЬЕ УТОК В ХОЗЯЙСТВАХ ГРАЖДАН В СЕЛЬСКИХ ПОСЕЛЕНИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016577/meta.csv,csv
7708234640-VSHP2016565,"ПОГОЛОВЬЕ ЛОШАДЕЙ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016565/meta.csv,csv
7708234640-university89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: высшее для МПН-2015, 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-university89th/meta.csv,csv
7708234640-breaked2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: разошелся (ВПН-2010), 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-breaked2529th/meta.csv,csv
7708234640-unofficialmarriage2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак не зарегистрирован, 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-unofficialmarriage2529th/meta.csv,csv
7708234640-unofficialmarriage5059th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак не зарегистрирован, 50-59 лет",https://rosstat.gov.ru/opendata/7708234640-unofficialmarriage5059th/meta.csv,csv
7708234640-noeducation6569th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имею образования, 65-69 лет",https://rosstat.gov.ru/opendata/7708234640-noeducation6569th/meta.csv,csv
7708234640-university1819th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: высшее для МПН-2015, 18-19 лет",https://rosstat.gov.ru/opendata/7708234640-university1819th/meta.csv,csv
7708234640-VSHP2016345,"ПОСЕВНАЯ ПЛОЩАДЬ ПРОЧИХ КОРМОВЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016345/meta.csv,csv
7708234640-mpn2015587,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Не указавшие уровень образования;Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015587/meta.csv,csv
7708234640-ca1502078,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Томской области",https://rosstat.gov.ru/opendata/7708234640-ca1502078/meta.csv,csv
7708234640-mpn2015581,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: среднее (полное) общее;Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015581/meta.csv,csv
7708234640-VSHP2016521,"ПОГОЛОВЬЕ КОРОВ В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016521/meta.csv,csv
7708234640-college1819th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное профессиональное, 18-19 лет",https://rosstat.gov.ru/opendata/7708234640-college1819th/meta.csv,csv
7708234640-VSHP2016461,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ ЗЕРНОВЫХ И ЗЕРНОБОБОВЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016461/meta.csv,csv
7708234640-VSHP2016404,"ПОСЕВНАЯ ПЛОЩАДЬ РИСА, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016404/meta.csv,csv
7708234640-VSHP201639,"ГРУППИРОВКА ПОДСОБНЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ НЕСЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ ПО РАЗМЕРУ ЗЕМЕЛЬНОЙ ПЛОЩАДИ",https://rosstat.gov.ru/opendata/7708234640-VSHP201639/meta.csv,csv
7708234640-mpn2015682,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: магистр (ВПН-2010);Л3 Число исполнившихся лет: 18 и более",https://rosstat.gov.ru/opendata/7708234640-mpn2015682/meta.csv,csv
